,SLP,PS,H,T,U,V,QV,O3,month,day,year
0,102922.34016119083,99596.96868859754,18430.165426111816,241.59850203882172,13.443469622427424,-1.0213461080115054,0.0007512876051551,3.0424284431270734e-06,1.0,1.0,2020.0
1,103003.26338048466,99677.60738047956,18450.968461711636,242.30990333019716,11.700005186960544,1.813791947119696,0.0006948004186333,3.033949415035027e-06,1.0,2.0,2020.0
2,102774.07735636031,99474.2801836589,18477.23218191224,242.7697009583877,11.33388549233212,1.812106169859538,0.0007882717312311,3.039825449575497e-06,1.0,3.0,2020.0
3,102445.60462828352,99124.1894660086,18462.35160653996,242.08233761970288,11.236906756853784,-1.333514120711085,0.0009839747244508,3.103043477371971e-06,1.0,4.0,2020.0
4,102475.52638486438,99122.00668311336,18441.60398908796,241.43035343841527,4.771977362110343,-9.465004561678043,0.0008374375680729,3.097137694107992e-06,1.0,5.0,2020.0
5,102722.89275054484,99389.30991008146,18456.64763474539,241.00629052214163,0.083645833171027,-7.702434523695739,0.0006392061019308,3.142848856571917e-06,1.0,6.0,2020.0
6,102567.54480646772,99243.80651809632,18444.56775243123,240.70306073478025,2.833335063512298,-4.644230692379152,0.0007892226191838,3.1805599327969737e-06,1.0,7.0,2020.0
7,102700.14054605507,99377.09103070376,18422.185716766915,240.57549815893995,3.419397320013497,-2.4835999748510407,0.0009004548858255,3.127768658148794e-06,1.0,8.0,2020.0
8,102666.03063541483,99377.86800439013,18413.211320000737,241.18344062813296,7.369019298670487,1.6911774590648163,0.0008609642229846,3.118886222837948e-06,1.0,9.0,2020.0
9,102425.6575027434,99106.67198794664,18342.006486604834,240.110984601611,12.960439959910158,6.6121602291851325,0.0008875122671353,3.0901933649152997e-06,1.0,10.0,2020.0
10,102540.4649928698,99190.58933989622,18294.03336055982,239.38720313661943,13.498812220391342,1.9730039010842284,0.0009894638244446,3.04916374313418e-06,1.0,11.0,2020.0
11,102520.6901743546,99207.13652960883,18245.205553586908,238.76961640742303,13.437223612504242,-0.8558410857495505,0.0009315920091994,3.0489015382611246e-06,1.0,12.0,2020.0
12,102446.69142982144,99135.3401238985,18227.587090497243,238.2999406451029,16.662115246731965,0.0309038813481314,0.0009414388736577,3.0353006635087123e-06,1.0,13.0,2020.0
13,102462.9666239003,99149.88700439742,18257.877609319523,238.72115349924408,16.379216969673053,-1.758666029875232,0.0009506082593135,3.01556240841869e-06,1.0,14.0,2020.0
14,102667.61529331432,99378.85825054187,18328.438272234875,239.5350433721005,12.136578348437252,-1.6340238857922642,0.00090085655997,2.961376321265216e-06,1.0,15.0,2020.0
15,102836.1366337733,99531.83093421282,18347.236876071947,239.76397945736613,10.469926765755684,-0.6420934149316545,0.0008425505007473,3.023494639663275e-06,1.0,16.0,2020.0
16,102604.60243092268,99298.48020998412,18303.035674199164,238.89133308531777,12.21756914893338,0.5114843483815658,0.0008571430776699,3.0864962434003485e-06,1.0,17.0,2020.0
17,102420.2967165528,99050.73153838288,18258.869501542504,237.62493625861748,14.609181097795783,-0.6017839494612823,0.0009613291881717,3.1204671035161605e-06,1.0,18.0,2020.0
18,102415.27703618589,98992.45229495152,18249.12558134476,237.3185838665648,13.231138920916557,-0.3779874708644128,0.0009483055975726,3.1306532619446045e-06,1.0,19.0,2020.0
19,103194.20033387768,99755.9929764254,18267.22005408205,237.9684920734135,9.837698346686151,3.125570993310429,0.0010389053285356,3.1160307367394653e-06,1.0,20.0,2020.0
20,103513.41844846428,100149.63722532488,18265.660981293004,238.7663064020701,10.84852059359794,2.692268368400331,0.0009663327137506,3.080426018358856e-06,1.0,21.0,2020.0
21,103091.31795943188,99777.73166886011,18234.171111467647,239.22659552004927,17.99875614730755,-1.8953204284239416,0.0008968257299422,3.078118510694583e-06,1.0,22.0,2020.0
22,102747.62744133791,99450.59792379798,18200.248825885963,239.2649239069017,20.81043140545564,-0.8462198748824782,0.0008902939256761,3.0945956445117547e-06,1.0,23.0,2020.0
23,102526.23710745404,99215.92959922728,18195.336353193376,239.05361612847503,30.31228024734293,3.804327039705529,0.0010217853950864,2.971479861609925e-06,1.0,24.0,2020.0
24,102326.24868585734,98988.75444956344,18157.605400805067,238.77730772387068,37.17993827755556,7.949836284448596,0.0011712005921057,2.803429593827193e-06,1.0,25.0,2020.0
25,102057.80511513418,98705.45977247226,18089.61547049136,237.91973947903128,38.46234230694512,7.62151236537643,0.0012460593622277,2.781301550218816e-06,1.0,26.0,2020.0
26,102023.00949288235,98678.0321951745,18072.815974359877,237.34143644919425,36.13387209883423,0.4317187338449665,0.0011707272527894,2.8881324312651666e-06,1.0,27.0,2020.0
27,101595.66300329096,98274.7344281751,18084.6628402841,237.1854094957492,39.52892328199251,2.1154130800712245,0.0011876414528864,3.0027647014010405e-06,1.0,28.0,2020.0
28,101521.47347642871,98176.89789419096,18123.931341840467,237.54589654918507,37.83823759779391,-1.5687413269081072,0.0010457888041392,3.0348711247517983e-06,1.0,29.0,2020.0
29,101996.68761019284,98674.19686457967,18188.06144049965,238.4917476255725,33.690763123791555,-2.276314169231064,0.0009974825990819,2.938616939595171e-06,1.0,30.0,2020.0
30,101981.91842049724,98710.61816173432,18235.948060387887,239.48827250835237,29.5104477492126,0.7681314281536189,0.0014081460760484,2.902938053998801e-06,1.0,31.0,2020.0
0,101959.94814857456,98682.45548245616,18238.55261853364,239.3015340172045,27.00906388128935,1.82316954206252,0.0014941810260866,2.905810779566142e-06,2.0,1.0,2020.0
1,102061.6865263158,98790.34175657894,18242.19396290137,239.96697304145783,24.982735319783643,-5.275812226051637,0.0014476747690401,2.971730444757519e-06,2.0,2.0,2020.0
2,101938.45582236844,98692.293502193,18247.941965707512,240.805908006344,25.72809462048977,-6.697115389529114,0.0014851401759647,2.997655279583216e-06,2.0,3.0,2020.0
3,101275.34256798246,97973.59284813596,18180.569959768934,239.03818474689325,30.0945586585957,-2.964468416584177,0.0010459327110807,3.075064039260677e-06,2.0,4.0,2020.0
4,101526.30607182016,98116.4272571272,18114.565893383933,236.354945161863,23.656981586006008,-11.259042025192109,0.0006242356256939,3.170768442792189e-06,2.0,5.0,2020.0
5,102388.58975438598,99009.70238322367,18219.212206578097,237.62859986424397,20.39353243307168,-13.988347846635437,0.0005295844500123,3.1366678040599285e-06,2.0,6.0,2020.0
